"Product_ID","product__Product_name","product__Category","product__Description","product__Manufacturer","product__Price","product__Stock_availability"
"498","Mighty Doodad","Food","Introducing the newest addition to our product line...","Nike","9935.08","495"
"499","Extreme Whatchamacallit","Food","This product is perfect for those who want to...","Nike","4137.89","851"
"500","Turbo Gismo","Electronics","Our product is the solution for...","Unilever","62.52","676"
"501","Ultimate Doohickey","Sports","Introducing the newest addition to our product line...","Sony","381.58","868"
"502","Extreme Whatchamacallit","Sports","Our product is the solution for...","Nike","9510.76","972"
"503","Mighty Doodad","Food","Introducing the newest addition to our product line...","P&G","21.91","72"
"504","Powerful Grommet","Sports","Our product is designed to...","Adidas","589.1","957"
"505","Super Gizmo","Toys","Our product is the solution for...","P&G","8175.01","687"
"506","Epic Gizmo","Books","Looking for a product that can...","Sony","9924.93","992"
"507","Mega Thingamajig","Electronics","Our product is designed to...","Nike","5591.82","766"
"508","Mighty Doodad","Toys","Our product is designed to...","Apple","8742.39","497"
"509","Super Gizmo","Toys","Introducing the newest addition to our product line...","LG","1943.04","32"
"510","Extreme Whatchamacallit","Toys","This product is perfect for those who want to...","Samsung","5416.81","188"
"511","Mega Thingamajig","Books","This product is perfect for those who want to...","Samsung","5228.08","116"
"512","Ultimate Doohickey","Beauty","Looking for a product that can...","Unilever","8135.83","858"
"513","Super Gizmo","Clothing","Looking for a product that can...","Samsung","9199.3","90"
"514","Acme Widget","Books","Introducing the newest addition to our product line...","LG","6765.37","282"
"515","Mighty Doodad","Sports","Introducing the newest addition to our product line...","Sony","9059.4","736"
"516","Acme Widget","Toys","Our product is the solution for...","Apple","4450.16","405"
"517","Ultimate Doohickey","Home","Introducing the newest addition to our product line...","LG","5516.15","263"
"518","Mighty Doodad","Books","This product is perfect for those who want to...","Nike","9841.58","730"
"519","Hyper Gadget","Food","Our product is designed to...","P&G","5292.44","384"
"520","Turbo Gismo","Books","Introducing the newest addition to our product line...","P&G","7487.68","958"
"521","Mighty Doodad","Electronics","This product is perfect for those who want to...","Kraft","2708.21","919"
"522","Mega Thingamajig","Books","Our product is designed to...","Kraft","404.35","950"
"523","Super Gizmo","Clothing","Our product is designed to...","Adidas","1878.45","218"
"524","Extreme Whatchamacallit","Books","Our product is the solution for...","LG","8702.17","780"
"525","Super Gizmo","Sports","Looking for a product that can...","Samsung","7156.26","494"
"526","Mighty Doodad","Toys","Our product is the solution for...","Kraft","348.62","671"
"527","Mega Thingamajig","Clothing","Looking for a product that can...","Samsung","7980.55","422"
"528","Super Gizmo","Beauty","Introducing the newest addition to our product line...","Unilever","3469.35","61"
"529","Super Gizmo","Food","Our product is the solution for...","Kraft","7026.66","623"
"530","Acme Widget","Clothing","Our product is designed to...","P&G","1547.13","493"
"531","Ultimate Doohickey","Toys","Introducing the newest addition to our product line...","Unilever","4709.42","410"
"532","Mighty Doodad","Sports","Our product is the solution for...","LG","9187.8","829"
"533","Mighty Doodad","Food","Introducing the newest addition to our product line...","Sony","1687.34","706"
"534","Mighty Doodad","Sports","This product is perfect for those who want to...","Apple","6277.3","668"
"535","Mighty Doodad","Beauty","This product is perfect for those who want to...","Nike","1077.28","197"
"536","Hyper Gadget","Toys","Our product is designed to...","Unilever","9580.9","500"
"537","Acme Widget","Books","Our product is the solution for...","Nestle","2292.63","976"
"538","Extreme Whatchamacallit","Home","Our product is designed to...","Kraft","7396.27","241"
"539","Acme Widget","Home","Our product is the solution for...","Unilever","9263.02","919"
"540","Ultimate Doohickey","Home","Our product is the solution for...","Nike","2817.78","48"
"541","Turbo Gismo","Beauty","Our product is designed to...","P&G","8507.35","430"
"542","Acme Widget","Toys","This product is perfect for those who want to...","Sony","3095.14","846"
"543","Turbo Gismo","Clothing","This product is perfect for those who want to...","Apple","6054.94","581"
"544","Mighty Doodad","Books","This product is perfect for those who want to...","Nike","9867.08","369"
"545","Ultimate Doohickey","Toys","Our product is the solution for...","Adidas","2804.13","641"
"546","Powerful Grommet","Home","Our product is the solution for...","Nike","4166.37","973"
"547","Hyper Gadget","Food","Looking for a product that can...","Apple","5401.28","428"
"548","Ultimate Doohickey","Books","Our product is designed to...","LG","6418.43","587"
"549","Mighty Doodad","Books","This product is perfect for those who want to...","Apple","6568.82","456"
"550","Extreme Whatchamacallit","Home","Our product is designed to...","Sony","6261.23","650"
"551","Hyper Gadget","Sports","Looking for a product that can...","Nike","2648.54","998"
"552","Turbo Gismo","Books","Our product is designed to...","Unilever","3563.11","810"
"553","Ultimate Doohickey","Home","Our product is the solution for...","Samsung","469.12","184"
"554","Acme Widget","Books","This product is perfect for those who want to...","Kraft","3059.29","704"
"555","Turbo Gismo","Food","This product is perfect for those who want to...","Nike","3843.7","794"
"556","Powerful Grommet","Toys","This product is perfect for those who want to...","Unilever","8665.43","397"
"557","Hyper Gadget","Clothing","Our product is designed to...","Nike","7133.02","185"
"558","Hyper Gadget","Clothing","Our product is the solution for...","Nike","6961.4","510"
"559","Hyper Gadget","Books","Our product is the solution for...","Nestle","813.42","371"
"560","Powerful Grommet","Electronics","Our product is the solution for...","Nike","222.5","957"
"561","Extreme Whatchamacallit","Sports","Looking for a product that can...","Nike","1031.47","430"
"562","Extreme Whatchamacallit","Sports","Our product is designed to...","Sony","9295.03","301"
"563","Acme Widget","Sports","Our product is the solution for...","Samsung","175.4","0"
"564","Hyper Gadget","Clothing","Our product is the solution for...","Apple","8605.69","308"
"565","Super Gizmo","Clothing","Looking for a product that can...","Adidas","4098.25","559"
"566","Powerful Grommet","Food","Our product is designed to...","Samsung","1357.38","977"
"567","Acme Widget","Electronics","Looking for a product that can...","Nike","170.31","577"
"568","Hyper Gadget","Clothing","Our product is designed to...","Apple","8779.12","722"
"569","Turbo Gismo","Books","Looking for a product that can...","Sony","9891.84","543"
"570","Powerful Grommet","Sports","This product is perfect for those who want to...","Nike","2616.42","762"
"571","Ultimate Doohickey","Clothing","This product is perfect for those who want to...","Samsung","8227.73","350"
"572","Mega Thingamajig","Books","Looking for a product that can...","Samsung","3452.38","706"
"573","Powerful Grommet","Electronics","This product is perfect for those who want to...","Samsung","8304.42","250"
"574","Extreme Whatchamacallit","Clothing","Our product is the solution for...","Samsung","3911.19","4"
"575","Ultimate Doohickey","Clothing","Looking for a product that can...","Sony","2986.19","35"
"576","Epic Gizmo","Food","Introducing the newest addition to our product line...","Kraft","8036.12","79"
"577","Super Gizmo","Electronics","Our product is the solution for...","Nike","9128.21","822"
"578","Super Gizmo","Electronics","Our product is the solution for...","Nestle","766.34","446"
"579","Mega Thingamajig","Electronics","This product is perfect for those who want to...","Unilever","7543.13","984"
"580","Mega Thingamajig","Beauty","Introducing the newest addition to our product line...","Unilever","591.53","86"
"581","Turbo Gismo","Electronics","Looking for a product that can...","Adidas","3211.84","308"
"582","Mighty Doodad","Clothing","Looking for a product that can...","Nike","8802.28","774"
"583","Hyper Gadget","Electronics","Looking for a product that can...","Nestle","3935.01","195"
"584","Ultimate Doohickey","Electronics","Our product is designed to...","P&G","9468.57","750"
"585","Hyper Gadget","Sports","Our product is the solution for...","Sony","2523.53","974"
"586","Ultimate Doohickey","Food","Introducing the newest addition to our product line...","Kraft","2885.36","210"
"587","Hyper Gadget","Sports","Looking for a product that can...","Sony","1249.34","241"
"588","Epic Gizmo","Electronics","This product is perfect for those who want to...","Sony","528.59","87"
"589","Mighty Doodad","Toys","Our product is the solution for...","LG","236.8","502"
"590","Turbo Gismo","Toys","This product is perfect for those who want to...","Kraft","5076.68","638"
"591","Powerful Grommet","Toys","Our product is designed to...","P&G","1824.6","16"
"592","Extreme Whatchamacallit","Books","Our product is designed to...","Apple","1157.09","572"
"593","Turbo Gismo","Home","Looking for a product that can...","Unilever","2480.57","435"
"594","Mighty Doodad","Home","Introducing the newest addition to our product line...","LG","40.8","204"
"595","Turbo Gismo","Books","Our product is designed to...","Adidas","8045.23","484"
"596","Super Gizmo","Clothing","This product is perfect for those who want to...","P&G","3262.48","478"
"597","Extreme Whatchamacallit","Sports","Introducing the newest addition to our product line...","Nestle","4372.39","263"
"598","Epic Gizmo","Electronics","Our product is designed to...","P&G","5970.87","213"
"599","Powerful Grommet","Sports","Introducing the newest addition to our product line...","Samsung","4598.87","265"
"600","Turbo Gismo","Toys","Introducing the newest addition to our product line...","P&G","1423.58","135"
"601","Turbo Gismo","Home","Our product is designed to...","Sony","8945.02","335"
"602","Mega Thingamajig","Beauty","Our product is designed to...","Sony","9948.91","476"
"603","Extreme Whatchamacallit","Toys","Introducing the newest addition to our product line...","Nestle","5687.68","592"
"604","Turbo Gismo","Beauty","Our product is designed to...","LG","2424.16","522"
"605","Mighty Doodad","Food","Our product is the solution for...","P&G","889.87","578"
"606","Ultimate Doohickey","Clothing","Introducing the newest addition to our product line...","Nike","2599.97","508"
"607","Turbo Gismo","Clothing","This product is perfect for those who want to...","Nike","4204.04","362"
"608","Powerful Grommet","Home","Introducing the newest addition to our product line...","Adidas","1029.92","945"
"609","Acme Widget","Sports","Our product is the solution for...","Samsung","8610.52","833"
"610","Turbo Gismo","Toys","Our product is designed to...","Samsung","660.2","379"
"611","Extreme Whatchamacallit","Sports","This product is perfect for those who want to...","Adidas","4597.7","540"
"612","Super Gizmo","Food","Our product is the solution for...","Apple","4301.49","568"
"613","Powerful Grommet","Sports","Our product is the solution for...","Adidas","4353.82","524"
"614","Super Gizmo","Sports","Looking for a product that can...","P&G","662.17","363"
"615","Mega Thingamajig","Beauty","This product is perfect for those who want to...","Nestle","2646.79","399"
"616","Hyper Gadget","Electronics","Our product is the solution for...","Nestle","8399.78","137"
"617","Extreme Whatchamacallit","Books","Looking for a product that can...","P&G","7968.28","161"
"618","Epic Gizmo","Electronics","Looking for a product that can...","Sony","7436.82","996"
"619","Mega Thingamajig","Clothing","Our product is the solution for...","Apple","1820.15","119"
"620","Super Gizmo","Home","Our product is designed to...","Kraft","2200.47","720"
"621","Hyper Gadget","Sports","Introducing the newest addition to our product line...","Kraft","5979.45","110"
"622","Super Gizmo","Electronics","This product is perfect for those who want to...","Nestle","4335.95","498"
"623","Hyper Gadget","Toys","Introducing the newest addition to our product line...","LG","8493.58","562"
"624","Powerful Grommet","Home","Introducing the newest addition to our product line...","Nike","5390.58","280"
"625","Mega Thingamajig","Sports","This product is perfect for those who want to...","Apple","5274.09","812"
"626","Mighty Doodad","Beauty","Our product is designed to...","Samsung","2109.14","172"
"627","Super Gizmo","Clothing","Our product is the solution for...","Kraft","2365.68","839"
"628","Mighty Doodad","Beauty","Looking for a product that can...","LG","8122.26","416"
"629","Ultimate Doohickey","Food","Looking for a product that can...","Nike","2156.91","736"
"630","Super Gizmo","Home","This product is perfect for those who want to...","Adidas","7333.19","145"
"631","Epic Gizmo","Sports","Introducing the newest addition to our product line...","Nestle","2652.0","880"
"632","Powerful Grommet","Beauty","This product is perfect for those who want to...","Adidas","845.3","475"
"633","Extreme Whatchamacallit","Books","This product is perfect for those who want to...","Nike","6230.64","125"
"634","Epic Gizmo","Books","Our product is the solution for...","Kraft","5596.12","505"
"635","Hyper Gadget","Toys","Our product is the solution for...","Adidas","293.84","478"
"636","Acme Widget","Books","Our product is designed to...","Unilever","2975.07","751"
"637","Super Gizmo","Toys","Our product is designed to...","Nike","8532.03","226"
"638","Super Gizmo","Sports","Our product is designed to...","P&G","2660.96","206"
"639","Powerful Grommet","Books","Looking for a product that can...","LG","5233.86","790"
"640","Hyper Gadget","Clothing","Our product is the solution for...","Kraft","4040.36","106"
"641","Super Gizmo","Books","Our product is designed to...","Samsung","4779.27","514"
"642","Powerful Grommet","Sports","Our product is the solution for...","Nestle","4194.78","386"
"643","Ultimate Doohickey","Home","Looking for a product that can...","Sony","6354.11","45"
"644","Acme Widget","Toys","Introducing the newest addition to our product line...","Samsung","8219.73","560"
"645","Epic Gizmo","Beauty","Our product is designed to...","Kraft","3925.53","556"
"646","Epic Gizmo","Toys","Looking for a product that can...","Kraft","8733.42","120"
"647","Ultimate Doohickey","Electronics","Our product is the solution for...","Unilever","1759.39","951"
"648","Hyper Gadget","Beauty","Our product is the solution for...","Adidas","8768.63","725"
"649","Acme Widget","Toys","Looking for a product that can...","Unilever","6963.43","996"
"650","Extreme Whatchamacallit","Books","Our product is the solution for...","Adidas","501.0","329"
"651","Mega Thingamajig","Beauty","This product is perfect for those who want to...","Nike","2169.14","522"
"652","Super Gizmo","Clothing","Our product is designed to...","LG","5907.5","309"
"653","Super Gizmo","Home","Our product is designed to...","Samsung","6405.24","357"
"654","Super Gizmo","Clothing","Our product is the solution for...","Nestle","9451.59","61"
"655","Mighty Doodad","Electronics","Our product is designed to...","Samsung","3519.67","355"
"656","Epic Gizmo","Home","Our product is designed to...","Apple","3217.42","631"
"657","Ultimate Doohickey","Home","This product is perfect for those who want to...","Samsung","9869.7","871"
"658","Mega Thingamajig","Books","Looking for a product that can...","P&G","3891.16","716"
"659","Acme Widget","Books","Looking for a product that can...","Kraft","5637.1","599"
"660","Extreme Whatchamacallit","Beauty","Introducing the newest addition to our product line...","Kraft","6316.64","41"
"661","Mega Thingamajig","Food","Introducing the newest addition to our product line...","Kraft","7491.89","235"
"662","Extreme Whatchamacallit","Books","Our product is the solution for...","Adidas","8277.0","113"
"663","Mighty Doodad","Clothing","Introducing the newest addition to our product line...","P&G","9097.79","409"
"664","Extreme Whatchamacallit","Beauty","Looking for a product that can...","Kraft","8222.04","204"
"665","Turbo Gismo","Clothing","Looking for a product that can...","Nestle","714.29","234"
"666","Ultimate Doohickey","Home","Our product is designed to...","LG","386.19","711"
"667","Mega Thingamajig","Electronics","Looking for a product that can...","Kraft","7872.94","970"
"668","Mega Thingamajig","Beauty","This product is perfect for those who want to...","Apple","5498.52","283"
"669","Turbo Gismo","Sports","Our product is the solution for...","Apple","7419.43","746"
"670","Hyper Gadget","Home","Our product is the solution for...","Unilever","6945.71","224"
"671","Super Gizmo","Clothing","Our product is designed to...","Nike","4151.54","362"
"672","Turbo Gismo","Food","Our product is the solution for...","Unilever","1446.99","929"
"673","Ultimate Doohickey","Books","Our product is the solution for...","Unilever","4617.94","463"
"674","Super Gizmo","Beauty","Our product is the solution for...","Sony","8155.6","551"
"675","Powerful Grommet","Clothing","Our product is the solution for...","Apple","7634.6","429"
"676","Hyper Gadget","Books","Our product is designed to...","Adidas","5347.53","504"
"677","Epic Gizmo","Home","Our product is the solution for...","P&G","6972.88","60"
"678","Turbo Gismo","Electronics","Our product is designed to...","Sony","9944.72","921"
"679","Acme Widget","Toys","Looking for a product that can...","Adidas","1253.13","222"
"680","Extreme Whatchamacallit","Sports","Our product is the solution for...","LG","8549.9","859"
"681","Mega Thingamajig","Sports","This product is perfect for those who want to...","Nestle","1124.92","741"
"682","Acme Widget","Books","Introducing the newest addition to our product line...","Nike","7824.65","126"
"683","Powerful Grommet","Sports","Our product is the solution for...","Adidas","8276.49","26"
"684","Extreme Whatchamacallit","Electronics","This product is perfect for those who want to...","Samsung","7111.36","510"
"685","Powerful Grommet","Electronics","This product is perfect for those who want to...","Samsung","5168.82","376"
"686","Mighty Doodad","Beauty","Introducing the newest addition to our product line...","LG","5273.96","383"
"687","Hyper Gadget","Electronics","Our product is the solution for...","P&G","5868.96","804"
"688","Mighty Doodad","Clothing","Introducing the newest addition to our product line...","LG","3158.95","996"
"689","Epic Gizmo","Home","Looking for a product that can...","Samsung","5100.81","192"
"690","Super Gizmo","Home","Our product is designed to...","Samsung","939.25","252"
"691","Mega Thingamajig","Clothing","Our product is the solution for...","Apple","1254.31","17"
"692","Epic Gizmo","Toys","Looking for a product that can...","Adidas","8672.58","595"
"693","Acme Widget","Sports","Our product is the solution for...","Kraft","5283.05","242"
"694","Turbo Gismo","Books","Our product is designed to...","Adidas","2365.52","235"
"695","Turbo Gismo","Food","Looking for a product that can...","Adidas","1862.16","696"
"696","Ultimate Doohickey","Books","Looking for a product that can...","LG","9818.95","208"
"697","Acme Widget","Home","Looking for a product that can...","Apple","7112.21","74"
"698","Super Gizmo","Sports","Looking for a product that can...","Nestle","4601.93","161"
"699","Hyper Gadget","Books","Our product is the solution for...","Kraft","8190.63","311"
"700","Extreme Whatchamacallit","Food","Introducing the newest addition to our product line...","Adidas","9399.49","767"
"701","Epic Gizmo","Beauty","Our product is designed to...","Nike","1297.18","757"
"702","Super Gizmo","Electronics","This product is perfect for those who want to...","Nike","4444.89","313"
"703","Super Gizmo","Sports","Introducing the newest addition to our product line...","LG","9288.75","547"
"704","Mighty Doodad","Food","Our product is the solution for...","Kraft","5695.5","766"
"705","Mega Thingamajig","Books","Our product is designed to...","Apple","4875.83","891"
"706","Extreme Whatchamacallit","Home","This product is perfect for those who want to...","Apple","2981.71","270"
"707","Ultimate Doohickey","Food","This product is perfect for those who want to...","P&G","2045.39","590"
"708","Turbo Gismo","Clothing","Our product is designed to...","Sony","6227.17","370"
"709","Super Gizmo","Clothing","This product is perfect for those who want to...","LG","6456.9","597"
"710","Mega Thingamajig","Beauty","Our product is the solution for...","P&G","781.37","322"
"711","Super Gizmo","Clothing","Our product is the solution for...","Unilever","6991.75","495"
"712","Super Gizmo","Sports","This product is perfect for those who want to...","Kraft","6007.89","577"
"713","Turbo Gismo","Toys","Looking for a product that can...","Adidas","9406.89","162"
"714","Epic Gizmo","Books","Our product is the solution for...","Nestle","12.21","244"
"715","Super Gizmo","Electronics","Our product is the solution for...","Nestle","7012.63","456"
"716","Ultimate Doohickey","Clothing","Introducing the newest addition to our product line...","Nestle","8963.84","481"
"717","Epic Gizmo","Food","Looking for a product that can...","Nestle","2583.54","566"
"718","Mighty Doodad","Electronics","Introducing the newest addition to our product line...","Sony","77.1","452"
"719","Mighty Doodad","Clothing","This product is perfect for those who want to...","Sony","1832.0","940"
"720","Hyper Gadget","Electronics","Our product is designed to...","P&G","5267.42","719"
"721","Super Gizmo","Sports","Our product is the solution for...","LG","7875.01","381"
"722","Mega Thingamajig","Toys","Looking for a product that can...","Nike","3641.11","533"
"723","Epic Gizmo","Food","Our product is the solution for...","P&G","4227.19","641"
"724","Hyper Gadget","Toys","Looking for a product that can...","Kraft","2577.45","941"
"725","Epic Gizmo","Electronics","Looking for a product that can...","Samsung","6259.92","191"
"726","Super Gizmo","Clothing","This product is perfect for those who want to...","Unilever","6015.2","171"
"727","Powerful Grommet","Electronics","Introducing the newest addition to our product line...","Unilever","4330.12","422"
"728","Mighty Doodad","Clothing","This product is perfect for those who want to...","Samsung","1625.53","46"
"729","Mighty Doodad","Beauty","Looking for a product that can...","Adidas","379.38","687"
"730","Turbo Gismo","Books","Our product is the solution for...","Sony","2943.48","57"
"731","Epic Gizmo","Electronics","This product is perfect for those who want to...","LG","1283.17","824"
"732","Acme Widget","Food","Introducing the newest addition to our product line...","Adidas","3957.21","289"
"733","Acme Widget","Toys","Our product is designed to...","Kraft","4084.71","815"
"734","Ultimate Doohickey","Toys","Our product is the solution for...","Sony","3080.96","640"
"735","Powerful Grommet","Sports","Looking for a product that can...","Adidas","2142.55","330"
"736","Hyper Gadget","Home","Our product is designed to...","Sony","3015.62","116"
"737","Acme Widget","Sports","Looking for a product that can...","Nestle","4760.12","677"
"738","Ultimate Doohickey","Toys","Our product is designed to...","Apple","5684.29","339"
"739","Mighty Doodad","Beauty","Introducing the newest addition to our product line...","P&G","3417.26","881"
"740","Acme Widget","Electronics","Our product is the solution for...","Nestle","1340.02","420"
"741","Extreme Whatchamacallit","Books","Introducing the newest addition to our product line...","Adidas","2414.75","436"
"742","Powerful Grommet","Electronics","Our product is the solution for...","Unilever","8622.05","82"
"743","Powerful Grommet","Toys","Introducing the newest addition to our product line...","Kraft","1156.16","871"
"744","Mighty Doodad","Home","Looking for a product that can...","Kraft","4591.35","284"
"745","Powerful Grommet","Toys","Our product is the solution for...","LG","9099.22","503"
"746","Extreme Whatchamacallit","Electronics","Our product is designed to...","Samsung","7357.63","896"
"747","Turbo Gismo","Food","Our product is designed to...","Kraft","2265.06","347"
"748","Ultimate Doohickey","Clothing","This product is perfect for those who want to...","Kraft","3902.79","497"
"749","Mega Thingamajig","Beauty","Introducing the newest addition to our product line...","Adidas","7493.76","627"
