"Product_ID","product__Product_name","product__Category","product__Description","product__Manufacturer","product__Price","product__Stock_availability"
"750","Powerful Grommet","Food","Introducing the newest addition to our product line...","Kraft","186.46","385"
"751","Extreme Whatchamacallit","Electronics","Our product is the solution for...","Unilever","6376.51","26"
"752","Acme Widget","Toys","Our product is designed to...","Sony","5694.89","272"
"753","Mighty Doodad","Sports","Our product is designed to...","Apple","6167.61","274"
"754","Super Gizmo","Sports","Our product is the solution for...","Adidas","6214.4","144"
"755","Ultimate Doohickey","Food","Looking for a product that can...","P&G","7724.67","106"
"756","Ultimate Doohickey","Books","Our product is the solution for...","Kraft","7944.21","968"
"757","Extreme Whatchamacallit","Food","Our product is designed to...","Nike","2595.68","916"
"758","Extreme Whatchamacallit","Clothing","Looking for a product that can...","Nestle","2811.23","101"
"759","Mighty Doodad","Toys","Our product is the solution for...","LG","7930.89","323"
"760","Acme Widget","Electronics","Introducing the newest addition to our product line...","Adidas","5015.74","574"
"761","Acme Widget","Clothing","Our product is designed to...","Adidas","5094.51","866"
"762","Extreme Whatchamacallit","Books","Introducing the newest addition to our product line...","Sony","7410.1","431"
"763","Acme Widget","Books","Looking for a product that can...","Nestle","6892.71","477"
"764","Extreme Whatchamacallit","Clothing","Our product is designed to...","Nike","9426.37","908"
"765","Ultimate Doohickey","Clothing","Our product is designed to...","LG","4493.54","41"
"766","Super Gizmo","Electronics","Looking for a product that can...","Adidas","6668.15","541"
"767","Turbo Gismo","Toys","This product is perfect for those who want to...","Nike","51.82","417"
"768","Extreme Whatchamacallit","Beauty","Our product is designed to...","Nike","8736.5","849"
"769","Mighty Doodad","Beauty","Our product is designed to...","Nestle","1720.15","757"
"770","Extreme Whatchamacallit","Books","Looking for a product that can...","Sony","3414.75","392"
"771","Hyper Gadget","Electronics","Our product is designed to...","Nike","3718.15","898"
"772","Ultimate Doohickey","Food","This product is perfect for those who want to...","Nike","5741.09","435"
"773","Acme Widget","Books","Our product is designed to...","Adidas","4559.36","42"
"774","Mega Thingamajig","Home","This product is perfect for those who want to...","Adidas","2437.51","727"
"775","Epic Gizmo","Sports","This product is perfect for those who want to...","P&G","8263.35","906"
"776","Hyper Gadget","Beauty","Our product is the solution for...","Samsung","8744.16","605"
"777","Acme Widget","Food","Looking for a product that can...","Nestle","3412.38","80"
"778","Mega Thingamajig","Home","This product is perfect for those who want to...","Nestle","910.33","612"
"779","Powerful Grommet","Clothing","Looking for a product that can...","Apple","5102.78","652"
"780","Acme Widget","Books","Our product is the solution for...","Nike","8333.55","897"
"781","Hyper Gadget","Electronics","This product is perfect for those who want to...","Unilever","4442.93","586"
"782","Mighty Doodad","Toys","Our product is designed to...","Samsung","9746.96","846"
"783","Acme Widget","Sports","Looking for a product that can...","Unilever","702.57","469"
"784","Acme Widget","Home","Introducing the newest addition to our product line...","Unilever","9689.6","686"
"785","Hyper Gadget","Electronics","Introducing the newest addition to our product line...","Kraft","9013.47","491"
"786","Ultimate Doohickey","Electronics","Introducing the newest addition to our product line...","LG","703.8","721"
"787","Mega Thingamajig","Sports","This product is perfect for those who want to...","Nike","6623.34","123"
"788","Hyper Gadget","Clothing","This product is perfect for those who want to...","Unilever","1011.37","766"
"789","Mega Thingamajig","Beauty","Introducing the newest addition to our product line...","Sony","8483.51","52"
"790","Ultimate Doohickey","Books","Introducing the newest addition to our product line...","Sony","6422.87","387"
"791","Extreme Whatchamacallit","Clothing","This product is perfect for those who want to...","Nestle","7779.0","520"
"792","Mega Thingamajig","Beauty","Introducing the newest addition to our product line...","Apple","5032.71","53"
"793","Powerful Grommet","Home","Our product is designed to...","Adidas","521.0","449"
"794","Acme Widget","Clothing","Our product is designed to...","LG","5732.21","269"
"795","Super Gizmo","Clothing","This product is perfect for those who want to...","Kraft","952.11","739"
"796","Mega Thingamajig","Books","Our product is designed to...","Nestle","1363.03","509"
"797","Extreme Whatchamacallit","Sports","This product is perfect for those who want to...","Nike","9423.16","349"
"798","Turbo Gismo","Clothing","Introducing the newest addition to our product line...","Apple","2103.45","121"
"799","Mega Thingamajig","Electronics","Introducing the newest addition to our product line...","Kraft","4938.57","998"
"800","Acme Widget","Clothing","Our product is designed to...","Nestle","1613.85","311"
"801","Mega Thingamajig","Sports","Our product is designed to...","Kraft","9629.32","976"
"802","Ultimate Doohickey","Beauty","Introducing the newest addition to our product line...","Nike","1415.7","75"
"803","Ultimate Doohickey","Clothing","Our product is designed to...","Sony","6356.25","786"
"804","Extreme Whatchamacallit","Home","Looking for a product that can...","Nestle","3587.3","536"
"805","Acme Widget","Toys","This product is perfect for those who want to...","Unilever","4781.88","279"
"806","Hyper Gadget","Food","Our product is the solution for...","Samsung","7202.77","935"
"807","Powerful Grommet","Food","This product is perfect for those who want to...","Unilever","2882.41","630"
"808","Mighty Doodad","Beauty","Our product is designed to...","Nestle","7394.69","621"
"809","Mighty Doodad","Electronics","Looking for a product that can...","Sony","1436.89","486"
"810","Extreme Whatchamacallit","Clothing","Our product is designed to...","P&G","3475.49","104"
"811","Powerful Grommet","Beauty","Looking for a product that can...","Kraft","1891.01","596"
"812","Epic Gizmo","Sports","This product is perfect for those who want to...","Unilever","5723.04","107"
"813","Epic Gizmo","Electronics","Our product is designed to...","Apple","7993.42","83"
"814","Mighty Doodad","Electronics","Our product is designed to...","P&G","467.5","432"
"815","Ultimate Doohickey","Electronics","Our product is the solution for...","LG","1201.1","385"
"816","Extreme Whatchamacallit","Home","Introducing the newest addition to our product line...","Samsung","2386.96","921"
"817","Hyper Gadget","Sports","Introducing the newest addition to our product line...","Nestle","6764.37","442"
"818","Acme Widget","Books","This product is perfect for those who want to...","Apple","5230.26","123"
"819","Hyper Gadget","Food","Our product is the solution for...","Nike","2229.51","570"
"820","Mighty Doodad","Books","Looking for a product that can...","Sony","6239.55","783"
"821","Super Gizmo","Books","Looking for a product that can...","Sony","1311.84","383"
"822","Turbo Gismo","Clothing","Our product is the solution for...","LG","4574.18","182"
"823","Extreme Whatchamacallit","Beauty","This product is perfect for those who want to...","Apple","3933.83","839"
"824","Extreme Whatchamacallit","Toys","Our product is the solution for...","Nike","7613.35","869"
"825","Mighty Doodad","Books","Our product is the solution for...","Kraft","9143.34","750"
"826","Turbo Gismo","Books","Our product is designed to...","Sony","5120.8","673"
"827","Extreme Whatchamacallit","Food","This product is perfect for those who want to...","LG","1621.29","382"
"828","Acme Widget","Electronics","This product is perfect for those who want to...","Nike","5024.21","346"
"829","Mega Thingamajig","Food","Introducing the newest addition to our product line...","LG","9935.75","654"
"830","Ultimate Doohickey","Books","Our product is designed to...","Apple","1217.91","492"
"831","Acme Widget","Sports","Introducing the newest addition to our product line...","LG","9974.94","322"
"832","Ultimate Doohickey","Food","Looking for a product that can...","Nike","3430.41","368"
"833","Extreme Whatchamacallit","Books","Our product is the solution for...","Kraft","9819.58","182"
"834","Acme Widget","Beauty","Introducing the newest addition to our product line...","Kraft","3680.07","525"
"835","Turbo Gismo","Books","Our product is the solution for...","Unilever","6321.76","552"
"836","Powerful Grommet","Electronics","Our product is the solution for...","Nike","2500.13","257"
"837","Turbo Gismo","Toys","Looking for a product that can...","Unilever","7692.62","206"
"838","Powerful Grommet","Food","Our product is the solution for...","LG","6209.5","959"
"839","Hyper Gadget","Food","Introducing the newest addition to our product line...","P&G","8015.22","414"
"840","Ultimate Doohickey","Clothing","Looking for a product that can...","LG","1998.0","972"
"841","Turbo Gismo","Books","Our product is the solution for...","P&G","9344.09","67"
"842","Mighty Doodad","Toys","Introducing the newest addition to our product line...","Adidas","4580.99","716"
"843","Mighty Doodad","Beauty","Introducing the newest addition to our product line...","Samsung","7151.8","221"
"844","Ultimate Doohickey","Beauty","This product is perfect for those who want to...","Sony","835.69","464"
"845","Turbo Gismo","Clothing","Looking for a product that can...","Nestle","5524.35","672"
"846","Acme Widget","Beauty","Introducing the newest addition to our product line...","P&G","9674.63","806"
"847","Super Gizmo","Books","Introducing the newest addition to our product line...","Samsung","4440.79","65"
"848","Extreme Whatchamacallit","Toys","This product is perfect for those who want to...","Nike","164.45","807"
"849","Ultimate Doohickey","Books","This product is perfect for those who want to...","Unilever","4004.8","893"
"850","Epic Gizmo","Beauty","Looking for a product that can...","Nike","3628.22","471"
"851","Hyper Gadget","Home","Looking for a product that can...","Sony","6267.78","533"
"852","Super Gizmo","Toys","Our product is the solution for...","LG","3465.76","181"
"853","Epic Gizmo","Electronics","This product is perfect for those who want to...","Adidas","1364.25","840"
"854","Ultimate Doohickey","Home","Our product is designed to...","P&G","7760.31","382"
"855","Extreme Whatchamacallit","Sports","Our product is the solution for...","Apple","659.18","532"
"856","Super Gizmo","Food","Looking for a product that can...","Adidas","3022.05","482"
"857","Epic Gizmo","Home","Introducing the newest addition to our product line...","Apple","5573.29","924"
"858","Super Gizmo","Sports","Introducing the newest addition to our product line...","Nike","4839.83","983"
"859","Turbo Gismo","Clothing","Our product is designed to...","Unilever","8489.86","424"
"860","Extreme Whatchamacallit","Food","Looking for a product that can...","Adidas","7464.53","939"
"861","Powerful Grommet","Beauty","Our product is the solution for...","Sony","5546.75","770"
"862","Turbo Gismo","Sports","Introducing the newest addition to our product line...","Kraft","5168.83","684"
"863","Super Gizmo","Home","Our product is the solution for...","Unilever","4770.05","525"
"864","Super Gizmo","Food","Looking for a product that can...","Kraft","6017.77","705"
"865","Turbo Gismo","Sports","Our product is designed to...","Nike","131.84","829"
"866","Powerful Grommet","Sports","Looking for a product that can...","Kraft","1200.4","455"
"867","Mega Thingamajig","Sports","Our product is the solution for...","Adidas","1736.39","362"
"868","Mighty Doodad","Toys","Looking for a product that can...","Apple","3042.13","198"
"869","Mighty Doodad","Food","Our product is designed to...","Kraft","6122.35","72"
"870","Hyper Gadget","Toys","Looking for a product that can...","Nestle","3937.88","155"
"871","Turbo Gismo","Beauty","Introducing the newest addition to our product line...","Nike","8188.06","304"
"872","Mega Thingamajig","Clothing","Our product is the solution for...","Adidas","1857.46","894"
"873","Super Gizmo","Electronics","Introducing the newest addition to our product line...","Nestle","9757.74","782"
"874","Ultimate Doohickey","Sports","Introducing the newest addition to our product line...","Kraft","3131.61","771"
"875","Super Gizmo","Electronics","Our product is the solution for...","Unilever","1974.8","916"
"876","Epic Gizmo","Home","Introducing the newest addition to our product line...","P&G","6920.97","206"
"877","Acme Widget","Toys","Our product is designed to...","Apple","394.74","544"
"878","Ultimate Doohickey","Toys","Our product is the solution for...","Adidas","5131.38","154"
"879","Super Gizmo","Electronics","Introducing the newest addition to our product line...","Nestle","6953.26","526"
"880","Turbo Gismo","Toys","Our product is designed to...","Apple","312.07","818"
"881","Powerful Grommet","Electronics","Our product is the solution for...","Nestle","3729.98","949"
"882","Ultimate Doohickey","Beauty","Looking for a product that can...","Unilever","6577.43","89"
"883","Mighty Doodad","Books","This product is perfect for those who want to...","Nestle","8804.44","171"
"884","Hyper Gadget","Food","This product is perfect for those who want to...","Unilever","3333.69","862"
"885","Mega Thingamajig","Sports","This product is perfect for those who want to...","Nestle","8685.16","997"
"886","Mighty Doodad","Home","Introducing the newest addition to our product line...","Sony","182.14","253"
"887","Epic Gizmo","Sports","This product is perfect for those who want to...","Unilever","5349.07","499"
"888","Powerful Grommet","Food","Introducing the newest addition to our product line...","Samsung","5435.75","724"
"889","Epic Gizmo","Toys","Our product is the solution for...","Samsung","8804.37","163"
"890","Mega Thingamajig","Electronics","Looking for a product that can...","LG","8435.14","27"
"891","Hyper Gadget","Books","This product is perfect for those who want to...","P&G","6293.61","253"
"892","Epic Gizmo","Electronics","Looking for a product that can...","LG","8850.04","343"
"893","Mega Thingamajig","Books","Looking for a product that can...","Nestle","4497.43","364"
"894","Mighty Doodad","Books","This product is perfect for those who want to...","P&G","1042.78","966"
"895","Hyper Gadget","Home","Our product is the solution for...","Adidas","7540.45","504"
"896","Powerful Grommet","Toys","Looking for a product that can...","Unilever","5538.33","381"
"897","Mega Thingamajig","Food","Our product is the solution for...","Sony","3229.21","140"
"898","Powerful Grommet","Toys","Our product is designed to...","Sony","2014.99","996"
"899","Ultimate Doohickey","Beauty","Introducing the newest addition to our product line...","Kraft","2096.07","676"
"900","Powerful Grommet","Clothing","Introducing the newest addition to our product line...","Kraft","7386.39","867"
"901","Mega Thingamajig","Toys","Our product is designed to...","Samsung","5666.53","300"
"902","Extreme Whatchamacallit","Toys","Our product is designed to...","Adidas","6656.01","10"
"903","Turbo Gismo","Electronics","Our product is designed to...","Adidas","1889.85","863"
"904","Ultimate Doohickey","Books","Looking for a product that can...","Kraft","6746.98","976"
"905","Extreme Whatchamacallit","Clothing","Our product is the solution for...","Nike","3546.92","201"
"906","Acme Widget","Food","Our product is designed to...","Unilever","4660.88","647"
"907","Mega Thingamajig","Electronics","Looking for a product that can...","Samsung","3808.88","308"
"908","Hyper Gadget","Food","Our product is designed to...","Sony","725.68","408"
"909","Mighty Doodad","Sports","Looking for a product that can...","Samsung","2502.87","988"
"910","Super Gizmo","Toys","Our product is the solution for...","Nike","7044.73","314"
"911","Mega Thingamajig","Electronics","This product is perfect for those who want to...","Sony","193.27","81"
"912","Powerful Grommet","Food","Introducing the newest addition to our product line...","Nike","7490.37","985"
"913","Powerful Grommet","Food","This product is perfect for those who want to...","Samsung","6008.13","767"
"914","Hyper Gadget","Beauty","Introducing the newest addition to our product line...","P&G","2718.29","45"
"915","Mega Thingamajig","Books","Our product is designed to...","Nestle","9061.44","30"
"916","Epic Gizmo","Food","Introducing the newest addition to our product line...","Apple","8691.02","708"
"917","Hyper Gadget","Toys","Looking for a product that can...","Unilever","3516.8","770"
"918","Super Gizmo","Books","Looking for a product that can...","P&G","6972.47","672"
"919","Mega Thingamajig","Home","Our product is the solution for...","Nike","8719.77","808"
"920","Super Gizmo","Clothing","This product is perfect for those who want to...","Apple","6136.48","352"
"921","Hyper Gadget","Beauty","Introducing the newest addition to our product line...","Unilever","4049.73","838"
"922","Acme Widget","Beauty","Looking for a product that can...","Samsung","5672.03","835"
"923","Ultimate Doohickey","Beauty","Looking for a product that can...","LG","2564.36","11"
"924","Ultimate Doohickey","Toys","Our product is designed to...","LG","3388.18","420"
"925","Epic Gizmo","Beauty","Introducing the newest addition to our product line...","Nike","9699.53","970"
"926","Hyper Gadget","Toys","Our product is the solution for...","LG","3020.92","219"
"927","Turbo Gismo","Clothing","Our product is the solution for...","Apple","2198.66","836"
"928","Super Gizmo","Toys","Introducing the newest addition to our product line...","Nike","5201.9","747"
"929","Ultimate Doohickey","Electronics","Our product is designed to...","LG","3028.21","293"
"930","Epic Gizmo","Electronics","Looking for a product that can...","Apple","5425.81","580"
"931","Acme Widget","Sports","This product is perfect for those who want to...","Apple","5751.97","372"
"932","Turbo Gismo","Toys","This product is perfect for those who want to...","Apple","7549.29","557"
"933","Mighty Doodad","Books","Our product is the solution for...","Unilever","7082.65","353"
"934","Powerful Grommet","Electronics","Our product is the solution for...","Nestle","3835.97","403"
"935","Mighty Doodad","Electronics","This product is perfect for those who want to...","Nestle","1364.68","841"
"936","Hyper Gadget","Books","Our product is the solution for...","Adidas","5463.59","961"
"937","Mighty Doodad","Toys","Our product is the solution for...","Kraft","4180.54","989"
"938","Acme Widget","Home","Looking for a product that can...","Adidas","1783.07","852"
"939","Super Gizmo","Beauty","This product is perfect for those who want to...","Samsung","1221.57","485"
"940","Mega Thingamajig","Clothing","This product is perfect for those who want to...","Adidas","782.34","299"
"941","Extreme Whatchamacallit","Clothing","Our product is the solution for...","Apple","2138.79","399"
"942","Epic Gizmo","Home","Looking for a product that can...","Kraft","1497.1","925"
"943","Super Gizmo","Clothing","This product is perfect for those who want to...","Unilever","9955.73","867"
"944","Hyper Gadget","Food","Introducing the newest addition to our product line...","Unilever","8500.76","678"
"945","Super Gizmo","Beauty","This product is perfect for those who want to...","Sony","6805.84","794"
"946","Epic Gizmo","Home","Our product is designed to...","Samsung","7120.85","438"
"947","Super Gizmo","Clothing","Our product is designed to...","Nike","5000.29","662"
"948","Ultimate Doohickey","Food","Looking for a product that can...","Apple","2432.33","15"
"949","Epic Gizmo","Toys","Our product is designed to...","P&G","1536.78","938"
"950","Mega Thingamajig","Home","This product is perfect for those who want to...","Sony","3583.63","708"
"951","Epic Gizmo","Books","Our product is designed to...","P&G","4229.82","904"
"952","Turbo Gismo","Sports","This product is perfect for those who want to...","P&G","1576.93","261"
"953","Epic Gizmo","Clothing","Looking for a product that can...","Apple","4583.12","154"
"954","Turbo Gismo","Food","Looking for a product that can...","Kraft","8444.86","331"
"955","Hyper Gadget","Beauty","Our product is the solution for...","Samsung","4212.52","924"
"956","Turbo Gismo","Sports","Introducing the newest addition to our product line...","Samsung","1224.66","800"
"957","Hyper Gadget","Books","Looking for a product that can...","LG","747.4","730"
"958","Mega Thingamajig","Toys","Introducing the newest addition to our product line...","Sony","7473.34","110"
"959","Ultimate Doohickey","Clothing","Looking for a product that can...","Apple","4995.17","585"
"960","Turbo Gismo","Clothing","Our product is designed to...","Kraft","6260.76","828"
"961","Powerful Grommet","Home","Our product is designed to...","Nike","5876.7","243"
"962","Acme Widget","Home","Introducing the newest addition to our product line...","Samsung","7151.38","399"
"963","Hyper Gadget","Books","Introducing the newest addition to our product line...","Samsung","8013.42","488"
"964","Mega Thingamajig","Toys","Looking for a product that can...","Kraft","7595.43","16"
"965","Ultimate Doohickey","Home","Our product is the solution for...","Kraft","859.39","713"
"966","Acme Widget","Books","Looking for a product that can...","Kraft","472.8","858"
"967","Acme Widget","Electronics","Introducing the newest addition to our product line...","P&G","902.78","742"
"968","Mighty Doodad","Toys","Looking for a product that can...","Adidas","6014.07","897"
"969","Powerful Grommet","Home","Introducing the newest addition to our product line...","Sony","649.92","520"
"970","Super Gizmo","Food","Our product is designed to...","Kraft","8976.22","55"
"971","Turbo Gismo","Sports","Introducing the newest addition to our product line...","Nestle","4738.73","531"
"972","Mega Thingamajig","Electronics","Our product is designed to...","P&G","1534.95","853"
"973","Hyper Gadget","Food","This product is perfect for those who want to...","Nike","9240.58","189"
"974","Epic Gizmo","Books","Our product is designed to...","P&G","9395.32","345"
"975","Epic Gizmo","Home","Looking for a product that can...","Kraft","5703.97","158"
"976","Turbo Gismo","Clothing","Our product is designed to...","Samsung","1972.3","567"
"977","Acme Widget","Toys","Introducing the newest addition to our product line...","Nestle","1940.76","147"
"978","Extreme Whatchamacallit","Sports","Looking for a product that can...","LG","183.75","753"
"979","Super Gizmo","Beauty","Introducing the newest addition to our product line...","Nestle","9671.39","554"
"980","Super Gizmo","Beauty","Introducing the newest addition to our product line...","Samsung","2566.27","952"
"981","Ultimate Doohickey","Toys","Our product is designed to...","Kraft","105.51","662"
"982","Super Gizmo","Clothing","Introducing the newest addition to our product line...","Sony","3657.23","719"
"983","Ultimate Doohickey","Books","Looking for a product that can...","Adidas","8449.9","713"
"984","Mega Thingamajig","Home","Introducing the newest addition to our product line...","Unilever","8966.28","857"
"985","Turbo Gismo","Electronics","Looking for a product that can...","LG","2895.67","310"
"986","Mighty Doodad","Electronics","This product is perfect for those who want to...","Nestle","8024.04","690"
"987","Epic Gizmo","Electronics","Introducing the newest addition to our product line...","Unilever","8777.96","502"
"988","Super Gizmo","Clothing","Introducing the newest addition to our product line...","Adidas","1578.09","990"
"989","Powerful Grommet","Toys","Looking for a product that can...","Samsung","2015.99","839"
"990","Mighty Doodad","Food","This product is perfect for those who want to...","P&G","5017.74","903"
"991","Hyper Gadget","Books","Our product is the solution for...","Nestle","1424.78","251"
"992","Hyper Gadget","Clothing","Our product is designed to...","P&G","81.35","779"
"993","Mighty Doodad","Home","Our product is designed to...","Apple","2357.74","822"
"994","Mega Thingamajig","Home","Looking for a product that can...","Nestle","6649.83","408"
"995","Powerful Grommet","Clothing","Introducing the newest addition to our product line...","Nike","1144.37","584"
"996","Extreme Whatchamacallit","Beauty","Looking for a product that can...","Apple","5742.49","913"
"997","Epic Gizmo","Sports","Introducing the newest addition to our product line...","Apple","5937.67","93"
"998","Ultimate Doohickey","Beauty","Our product is the solution for...","LG","7290.49","438"
"999","Acme Widget","Sports","Looking for a product that can...","Samsung","5019.63","692"
"1000","Turbo Gismo","Clothing","Our product is the solution for...","Sony","1264.11","468"
